"행정구역","2023년01월_계_총인구수","2023년01월_계_연령구간인구수","2023년01월_계_0~9세","2023년01월_남_총인구수","2023년01월_남_연령구간인구수","2023년01월_남_0~9세","2023년01월_여_총인구수","2023년01월_여_연령구간인구수","2023년01월_여_0~9세","2023년02월_계_총인구수","2023년02월_계_연령구간인구수","2023년02월_계_0~9세","2023년02월_남_총인구수","2023년02월_남_연령구간인구수","2023년02월_남_0~9세","2023년02월_여_총인구수","2023년02월_여_연령구간인구수","2023년02월_여_0~9세","2023년03월_계_총인구수","2023년03월_계_연령구간인구수","2023년03월_계_0~9세","2023년03월_남_총인구수","2023년03월_남_연령구간인구수","2023년03월_남_0~9세","2023년03월_여_총인구수","2023년03월_여_연령구간인구수","2023년03월_여_0~9세","2023년04월_계_총인구수","2023년04월_계_연령구간인구수","2023년04월_계_0~9세","2023년04월_남_총인구수","2023년04월_남_연령구간인구수","2023년04월_남_0~9세","2023년04월_여_총인구수","2023년04월_여_연령구간인구수","2023년04월_여_0~9세","2023년05월_계_총인구수","2023년05월_계_연령구간인구수","2023년05월_계_0~9세","2023년05월_남_총인구수","2023년05월_남_연령구간인구수","2023년05월_남_0~9세","2023년05월_여_총인구수","2023년05월_여_연령구간인구수","2023년05월_여_0~9세","2023년06월_계_총인구수","2023년06월_계_연령구간인구수","2023년06월_계_0~9세","2023년06월_남_총인구수","2023년06월_남_연령구간인구수","2023년06월_남_0~9세","2023년06월_여_총인구수","2023년06월_여_연령구간인구수","2023년06월_여_0~9세"
"경기도 경기도 의정부시 (4115000000)","463,353","31,253","31,253","227,872","16,199","16,199","235,481","15,054","15,054","463,053","31,101","31,101","227,702","16,120","16,120","235,351","14,981","14,981","462,637","30,917","30,917","227,427","16,031","16,031","235,210","14,886","14,886","462,374","30,759","30,759","227,301","15,949","15,949","235,073","14,810","14,810","462,329","30,667","30,667","227,237","15,902","15,902","235,092","14,765","14,765","463,941","30,915","30,915","228,051","16,026","16,026","235,890","14,889","14,889"
"경기도 경기도 안양시 (4117000000)","547,917","36,827","36,827","270,730","18,768","18,768","277,187","18,059","18,059","547,583","36,674","36,674","270,552","18,708","18,708","277,031","17,966","17,966","547,320","36,546","36,546","270,396","18,653","18,653","276,924","17,893","17,893","546,781","36,366","36,366","270,160","18,554","18,554","276,621","17,812","17,812","546,226","36,185","36,185","269,932","18,469","18,469","276,294","17,716","17,716","545,946","36,096","36,096","269,812","18,404","18,404","276,134","17,692","17,692"
"경기도 경기도 안양시 만안구 (4117100000)","234,258","14,001","14,001","117,034","7,055","7,055","117,224","6,946","6,946","234,148","13,933","13,933","116,953","7,033","7,033","117,195","6,900","6,900","234,052","13,913","13,913","116,907","7,033","7,033","117,145","6,880","6,880","233,685","13,857","13,857","116,717","6,986","6,986","116,968","6,871","6,871","233,383","13,790","13,790","116,598","6,943","6,943","116,785","6,847","6,847","233,079","13,726","13,726","116,465","6,903","6,903","116,614","6,823","6,823"
"경기도 경기도 안양시 동안구 (4117300000)","313,659","22,826","22,826","153,696","11,713","11,713","159,963","11,113","11,113","313,435","22,741","22,741","153,599","11,675","11,675","159,836","11,066","11,066","313,268","22,633","22,633","153,489","11,620","11,620","159,779","11,013","11,013","313,096","22,509","22,509","153,443","11,568","11,568","159,653","10,941","10,941","312,843","22,395","22,395","153,334","11,526","11,526","159,509","10,869","10,869","312,867","22,370","22,370","153,347","11,501","11,501","159,520","10,869","10,869"
"경기도 경기도 부천시 (4119000000)","788,935","48,341","48,341","390,456","24,825","24,825","398,479","23,516","23,516","787,673","47,932","47,932","389,755","24,605","24,605","397,918","23,327","23,327","787,813","47,775","47,775","389,786","24,535","24,535","398,027","23,240","23,240","788,179","47,692","47,692","389,997","24,500","24,500","398,182","23,192","23,192","787,821","47,544","47,544","389,808","24,438","24,438","398,013","23,106","23,106","787,267","47,355","47,355","389,477","24,324","24,324","397,790","23,031","23,031"
"경기도 경기도 광명시 (4121000000)","287,603","20,216","20,216","141,441","10,316","10,316","146,162","9,900","9,900","286,584","19,977","19,977","140,875","10,174","10,174","145,709","9,803","9,803","285,198","19,775","19,775","140,204","10,085","10,085","144,994","9,690","9,690","283,849","19,596","19,596","139,523","9,982","9,982","144,326","9,614","9,614","282,786","19,422","19,422","138,932","9,887","9,887","143,854","9,535","9,535","281,821","19,299","19,299","138,435","9,825","9,825","143,386","9,474","9,474"
"경기도 경기도 평택시 (4122000000)","580,011","49,095","49,095","304,160","24,952","24,952","275,851","24,143","24,143","581,524","49,190","49,190","304,985","25,011","25,011","276,539","24,179","24,179","583,029","49,236","49,236","305,849","25,037","25,037","277,180","24,199","24,199","584,126","49,157","49,157","306,543","24,984","24,984","277,583","24,173","24,173","584,986","49,060","49,060","307,104","24,921","24,921","277,882","24,139","24,139","586,145","49,086","49,086","307,749","24,926","24,926","278,396","24,160","24,160"
"경기도 경기도 동두천시 (4125000000)","91,255","5,213","5,213","45,521","2,701","2,701","45,734","2,512","2,512","90,883","5,111","5,111","45,346","2,645","2,645","45,537","2,466","2,466","90,582","5,047","5,047","45,205","2,606","2,606","45,377","2,441","2,441","90,460","4,990","4,990","45,117","2,565","2,565","45,343","2,425","2,425","90,099","4,903","4,903","44,930","2,527","2,527","45,169","2,376","2,376","89,669","4,812","4,812","44,685","2,481","2,481","44,984","2,331","2,331"
"경기도 경기도 안산시 (4127000000)","640,679","38,153","38,153","328,388","19,491","19,491","312,291","18,662","18,662","639,355","37,706","37,706","327,745","19,272","19,272","311,610","18,434","18,434","638,264","37,399","37,399","327,172","19,107","19,107","311,092","18,292","18,292","637,480","37,177","37,177","326,747","18,985","18,985","310,733","18,192","18,192","636,633","36,995","36,995","326,347","18,910","18,910","310,286","18,085","18,085","636,054","36,842","36,842","326,017","18,806","18,806","310,037","18,036","18,036"
"경기도 경기도 안산시 상록구 (4127100000)","343,984","19,798","19,798","175,405","10,121","10,121","168,579","9,677","9,677","343,052","19,532","19,532","174,958","10,003","10,003","168,094","9,529","9,529","342,162","19,291","19,291","174,536","9,872","9,872","167,626","9,419","9,419","341,263","19,114","19,114","174,089","9,776","9,776","167,174","9,338","9,338","340,375","18,983","18,983","173,666","9,715","9,715","166,709","9,268","9,268","339,760","18,871","18,871","173,352","9,658","9,658","166,408","9,213","9,213"
"경기도 경기도 안산시 단원구 (4127300000)","296,695","18,355","18,355","152,983","9,370","9,370","143,712","8,985","8,985","296,303","18,174","18,174","152,787","9,269","9,269","143,516","8,905","8,905","296,102","18,108","18,108","152,636","9,235","9,235","143,466","8,873","8,873","296,217","18,063","18,063","152,658","9,209","9,209","143,559","8,854","8,854","296,258","18,012","18,012","152,681","9,195","9,195","143,577","8,817","8,817","296,294","17,971","17,971","152,665","9,148","9,148","143,629","8,823","8,823"
"경기도 경기도 고양시 (4128000000)","1,077,599","73,772","73,772","526,192","37,501","37,501","551,407","36,271","36,271","1,078,087","73,654","73,654","526,302","37,472","37,472","551,785","36,182","36,182","1,077,909","73,283","73,283","526,169","37,292","37,292","551,740","35,991","35,991","1,078,025","72,932","72,932","526,192","37,090","37,090","551,833","35,842","35,842","1,077,963","72,725","72,725","526,075","36,978","36,978","551,888","35,747","35,747","1,077,742","72,486","72,486","526,027","36,866","36,866","551,715","35,620","35,620"
"경기도 경기도 고양시 덕양구 (4128100000)","492,402","36,770","36,770","242,359","18,646","18,646","250,043","18,124","18,124","494,061","36,978","36,978","243,068","18,756","18,756","250,993","18,222","18,222","495,181","36,944","36,944","243,564","18,722","18,722","251,617","18,222","18,222","495,916","36,842","36,842","243,932","18,672","18,672","251,984","18,170","18,170","496,418","36,770","36,770","244,171","18,654","18,654","252,247","18,116","18,116","496,604","36,693","36,693","244,301","18,638","18,638","252,303","18,055","18,055"
"경기도 경기도 고양시 일산동구 (4128500000)","295,345","18,289","18,289","143,425","9,334","9,334","151,920","8,955","8,955","294,628","18,090","18,090","143,036","9,253","9,253","151,592","8,837","8,837","293,752","17,918","17,918","142,564","9,166","9,166","151,188","8,752","8,752","293,429","17,785","17,785","142,368","9,083","9,083","151,061","8,702","8,702","293,128","17,703","17,703","142,193","9,031","9,031","150,935","8,672","8,672","292,895","17,628","17,628","142,072","8,990","8,990","150,823","8,638","8,638"
"경기도 경기도 고양시 일산서구 (4128700000)","289,852","18,713","18,713","140,408","9,521","9,521","149,444","9,192","9,192","289,398","18,586","18,586","140,198","9,463","9,463","149,200","9,123","9,123","288,976","18,421","18,421","140,041","9,404","9,404","148,935","9,017","9,017","288,680","18,305","18,305","139,892","9,335","9,335","148,788","8,970","8,970","288,417","18,252","18,252","139,711","9,293","9,293","148,706","8,959","8,959","288,243","18,165","18,165","139,654","9,238","9,238","148,589","8,927","8,927"
"경기도 경기도 과천시 (4129000000)","78,341","7,337","7,337","38,507","3,786","3,786","39,834","3,551","3,551","78,526","7,381","7,381","38,580","3,816","3,816","39,946","3,565","3,565","78,654","7,411","7,411","38,640","3,838","3,838","40,014","3,573","3,573","78,929","7,458","7,458","38,755","3,864","3,864","40,174","3,594","3,594","79,397","7,515","7,515","38,985","3,887","3,887","40,412","3,628","3,628","79,820","7,616","7,616","39,183","3,934","3,934","40,637","3,682","3,682"
"경기도 경기도 구리시 (4131000000)","188,550","12,628","12,628","93,354","6,520","6,520","95,196","6,108","6,108","188,436","12,549","12,549","93,321","6,487","6,487","95,115","6,062","6,062","188,709","12,561","12,561","93,443","6,501","6,501","95,266","6,060","6,060","188,671","12,455","12,455","93,379","6,437","6,437","95,292","6,018","6,018","188,525","12,379","12,379","93,300","6,371","6,371","95,225","6,008","6,008","188,348","12,284","12,284","93,199","6,316","6,316","95,149","5,968","5,968"
"경기도 경기도 남양주시 (4136000000)","737,171","58,897","58,897","366,107","30,295","30,295","371,064","28,602","28,602","736,484","58,394","58,394","365,732","30,017","30,017","370,752","28,377","28,377","735,649","57,923","57,923","365,298","29,783","29,783","370,351","28,140","28,140","735,521","57,553","57,553","365,250","29,589","29,589","370,271","27,964","27,964","734,990","57,158","57,158","364,968","29,372","29,372","370,022","27,786","27,786","734,460","56,774","56,774","364,626","29,174","29,174","369,834","27,600","27,600"
"경기도 경기도 오산시 (4137000000)","229,704","19,569","19,569","119,610","9,952","9,952","110,094","9,617","9,617","229,415","19,382","19,382","119,498","9,850","9,850","109,917","9,532","9,532","229,247","19,207","19,207","119,410","9,757","9,757","109,837","9,450","9,450","229,121","19,034","19,034","119,352","9,664","9,664","109,769","9,370","9,370","229,145","18,929","18,929","119,368","9,602","9,602","109,777","9,327","9,327","229,099","18,813","18,813","119,357","9,558","9,558","109,742","9,255","9,255"
"경기도 경기도 시흥시 (4139000000)","513,468","45,004","45,004","268,033","22,791","22,791","245,435","22,213","22,213","515,058","45,190","45,190","268,841","22,899","22,899","246,217","22,291","22,291","517,336","45,312","45,312","270,176","22,965","22,965","247,160","22,347","22,347","518,072","45,233","45,233","270,537","22,910","22,910","247,535","22,323","22,323","518,299","44,960","44,960","270,648","22,780","22,780","247,651","22,180","22,180","518,437","44,791","44,791","270,664","22,694","22,694","247,773","22,097","22,097"
"경기도 경기도 군포시 (4141000000)","265,999","17,052","17,052","132,017","8,750","8,750","133,982","8,302","8,302","265,648","16,899","16,899","131,792","8,662","8,662","133,856","8,237","8,237","265,252","16,765","16,765","131,609","8,587","8,587","133,643","8,178","8,178","264,857","16,604","16,604","131,406","8,515","8,515","133,451","8,089","8,089","264,624","16,530","16,530","131,266","8,490","8,490","133,358","8,040","8,040","264,230","16,440","16,440","131,057","8,434","8,434","133,173","8,006","8,006"
"경기도 경기도 의왕시 (4143000000)","160,067","11,872","11,872","79,351","6,075","6,075","80,716","5,797","5,797","159,701","11,793","11,793","79,177","6,035","6,035","80,524","5,758","5,758","159,246","11,759","11,759","78,962","6,027","6,027","80,284","5,732","5,732","158,882","11,715","11,715","78,785","6,016","6,016","80,097","5,699","5,699","158,387","11,630","11,630","78,534","5,987","5,987","79,853","5,643","5,643","158,034","11,563","11,563","78,373","5,975","5,975","79,661","5,588","5,588"
"경기도 경기도 하남시 (4145000000)","326,496","31,979","31,979","162,937","16,360","16,360","163,559","15,619","15,619","326,704","31,794","31,794","162,945","16,260","16,260","163,759","15,534","15,534","326,768","31,635","31,635","162,956","16,179","16,179","163,812","15,456","15,456","326,913","31,517","31,517","163,015","16,120","16,120","163,898","15,397","15,397","327,255","31,380","31,380","163,173","16,071","16,071","164,082","15,309","15,309","327,589","31,266","31,266","163,312","16,014","16,014","164,277","15,252","15,252"
"경기도 경기도 용인시 (4146000000)","1,074,650","86,763","86,763","533,142","44,368","44,368","541,508","42,395","42,395","1,074,133","86,234","86,234","532,920","44,096","44,096","541,213","42,138","42,138","1,073,513","85,643","85,643","532,590","43,800","43,800","540,923","41,843","41,843","1,074,744","85,100","85,100","533,308","43,490","43,490","541,436","41,610","41,610","1,075,317","84,722","84,722","533,564","43,317","43,317","541,753","41,405","41,405","1,076,399","84,296","84,296","534,129","43,120","43,120","542,270","41,176","41,176"
"경기도 경기도 용인시 처인구 (4146100000)","258,883","18,177","18,177","132,887","9,372","9,372","125,996","8,805","8,805","258,666","18,095","18,095","132,823","9,314","9,314","125,843","8,781","8,781","258,718","18,040","18,040","132,855","9,294","9,294","125,863","8,746","8,746","260,187","18,004","18,004","133,742","9,267","9,267","126,445","8,737","8,737","261,482","17,989","17,989","134,412","9,270","9,270","127,070","8,719","8,719","262,273","17,917","17,917","134,786","9,224","9,224","127,487","8,693","8,693"
"경기도 경기도 용인시 기흥구 (4146300000)","438,015","35,565","35,565","216,094","18,221","18,221","221,921","17,344","17,344","437,431","35,129","35,129","215,834","18,004","18,004","221,597","17,125","17,125","436,881","34,785","34,785","215,533","17,828","17,828","221,348","16,957","16,957","436,636","34,510","34,510","215,384","17,675","17,675","221,252","16,835","16,835","435,948","34,249","34,249","215,021","17,561","17,561","220,927","16,688","16,688","436,077","34,075","34,075","215,097","17,491","17,491","220,980","16,584","16,584"
"경기도 경기도 용인시 수지구 (4146500000)","377,752","33,021","33,021","184,161","16,775","16,775","193,591","16,246","16,246","378,036","33,010","33,010","184,263","16,778","16,778","193,773","16,232","16,232","377,914","32,818","32,818","184,202","16,678","16,678","193,712","16,140","16,140","377,921","32,586","32,586","184,182","16,548","16,548","193,739","16,038","16,038","377,887","32,484","32,484","184,131","16,486","16,486","193,756","15,998","15,998","378,049","32,304","32,304","184,246","16,405","16,405","193,803","15,899","15,899"
"경기도 경기도 파주시 (4148000000)","495,480","42,157","42,157","251,414","21,585","21,585","244,066","20,572","20,572","495,810","41,978","41,978","251,548","21,495","21,495","244,262","20,483","20,483","496,450","41,832","41,832","251,832","21,398","21,398","244,618","20,434","20,434","496,870","41,655","41,655","252,022","21,330","21,330","244,848","20,325","20,325","496,920","41,456","41,456","252,103","21,237","21,237","244,817","20,219","20,219","496,946","41,306","41,306","252,015","21,148","21,148","244,931","20,158","20,158"
"경기도 경기도 이천시 (4150000000)","222,451","16,487","16,487","115,835","8,496","8,496","106,616","7,991","7,991","222,306","16,381","16,381","115,745","8,433","8,433","106,561","7,948","7,948","222,148","16,275","16,275","115,650","8,382","8,382","106,498","7,893","7,893","222,348","16,233","16,233","115,806","8,350","8,350","106,542","7,883","7,883","222,366","16,160","16,160","115,823","8,322","8,322","106,543","7,838","7,838","223,162","16,097","16,097","116,249","8,286","8,286","106,913","7,811","7,811"
"경기도 경기도 안성시 (4155000000)","188,643","12,094","12,094","97,518","6,308","6,308","91,125","5,786","5,786","188,634","11,998","11,998","97,562","6,267","6,267","91,072","5,731","5,731","188,574","11,880","11,880","97,561","6,195","6,195","91,013","5,685","5,685","188,637","11,786","11,786","97,607","6,130","6,130","91,030","5,656","5,656","189,109","11,722","11,722","97,870","6,097","6,097","91,239","5,625","5,625","189,242","11,647","11,647","97,920","6,068","6,068","91,322","5,579","5,579"
"경기도 경기도 김포시 (4157000000)","484,725","48,950","48,950","242,147","25,030","25,030","242,578","23,920","23,920","484,536","48,624","48,624","242,067","24,884","24,884","242,469","23,740","23,740","484,514","48,353","48,353","242,029","24,765","24,765","242,485","23,588","23,588","484,474","47,968","47,968","242,029","24,612","24,612","242,445","23,356","23,356","485,049","47,764","47,764","242,337","24,506","24,506","242,712","23,258","23,258","485,721","47,553","47,553","242,655","24,412","24,412","243,066","23,141","23,141"
"경기도 경기도 화성시 (4159000000)","914,500","96,698","96,698","475,330","49,419","49,419","439,170","47,279","47,279","918,865","97,054","97,054","477,437","49,588","49,588","441,428","47,466","47,466","922,231","96,978","96,978","479,113","49,508","49,508","443,118","47,470","47,470","925,186","96,793","96,793","480,653","49,427","49,427","444,533","47,366","47,366","928,550","96,705","96,705","482,426","49,387","49,387","446,124","47,318","47,318","930,603","96,465","96,465","483,532","49,303","49,303","447,071","47,162","47,162"
"경기도 경기도 광주시 (4161000000)","391,225","31,439","31,439","199,630","16,007","16,007","191,595","15,432","15,432","390,950","31,277","31,277","199,466","15,952","15,952","191,484","15,325","15,325","390,949","31,122","31,122","199,468","15,869","15,869","191,481","15,253","15,253","390,863","30,974","30,974","199,369","15,796","15,796","191,494","15,178","15,178","391,053","30,843","30,843","199,524","15,724","15,724","191,529","15,119","15,119","391,477","30,753","30,753","199,723","15,697","15,697","191,754","15,056","15,056"
"경기도 경기도 양주시 (4163000000)","245,451","19,482","19,482","124,134","9,880","9,880","121,317","9,602","9,602","248,568","20,008","20,008","125,679","10,155","10,155","122,889","9,853","9,853","250,698","20,162","20,162","126,690","10,221","10,221","124,008","9,941","9,941","252,218","20,241","20,241","127,440","10,277","10,277","124,778","9,964","9,964","255,149","20,566","20,566","128,951","10,456","10,456","126,198","10,110","10,110","258,409","20,953","20,953","130,587","10,660","10,660","127,822","10,293","10,293"
"경기도 경기도 포천시 (4165000000)","146,374","7,351","7,351","77,561","3,792","3,792","68,813","3,559","3,559","145,927","7,221","7,221","77,332","3,732","3,732","68,595","3,489","3,489","145,614","7,133","7,133","77,170","3,694","3,694","68,444","3,439","3,439","145,373","7,060","7,060","77,027","3,659","3,659","68,346","3,401","3,401","144,922","7,011","7,011","76,751","3,624","3,624","68,171","3,387","3,387","144,397","6,913","6,913","76,484","3,587","3,587","67,913","3,326","3,326"
"경기도 경기도 여주시 (4167000000)","113,259","6,517","6,517","57,622","3,360","3,360","55,637","3,157","3,157","113,243","6,479","6,479","57,643","3,342","3,342","55,600","3,137","3,137","113,209","6,442","6,442","57,644","3,320","3,320","55,565","3,122","3,122","113,375","6,426","6,426","57,693","3,308","3,308","55,682","3,118","3,118","113,650","6,408","6,408","57,815","3,313","3,313","55,835","3,095","3,095","113,875","6,393","6,393","57,941","3,302","3,302","55,934","3,091","3,091"
"경기도 경기도 연천군 (4180000000)","41,950","2,253","2,253","22,052","1,157","1,157","19,898","1,096","1,096","41,830","2,220","2,220","21,979","1,139","1,139","19,851","1,081","1,081","41,762","2,207","2,207","21,951","1,134","1,134","19,811","1,073","1,073","41,744","2,188","2,188","21,929","1,120","1,120","19,815","1,068","1,068","41,811","2,187","2,187","21,952","1,119","1,119","19,859","1,068","1,068","41,835","2,156","2,156","21,959","1,110","1,110","19,876","1,046","1,046"
"경기도 경기도 가평군 (4182000000)","62,114","2,876","2,876","32,076","1,459","1,459","30,038","1,417","1,417","62,069","2,871","2,871","32,069","1,457","1,457","30,000","1,414","1,414","61,969","2,847","2,847","32,009","1,441","1,441","29,960","1,406","1,406","61,915","2,825","2,825","31,961","1,432","1,432","29,954","1,393","1,393","61,836","2,810","2,810","31,919","1,426","1,426","29,917","1,384","1,384","61,771","2,797","2,797","31,887","1,424","1,424","29,884","1,373","1,373"
"경기도 경기도 양평군 (4183000000)","122,414","6,593","6,593","61,562","3,397","3,397","60,852","3,196","3,196","122,478","6,568","6,568","61,574","3,382","3,382","60,904","3,186","3,186","122,661","6,536","6,536","61,661","3,362","3,362","61,000","3,174","3,174","122,767","6,510","6,510","61,734","3,343","3,343","61,033","3,167","3,167","122,981","6,469","6,469","61,806","3,331","3,331","61,175","3,138","3,138","123,108","6,467","6,467","61,905","3,331","3,331","61,203","3,136","3,136"
