"행정구역","2023년07월_계_총인구수","2023년07월_계_연령구간인구수","2023년07월_계_0~9세","2023년07월_남_총인구수","2023년07월_남_연령구간인구수","2023년07월_남_0~9세","2023년07월_여_총인구수","2023년07월_여_연령구간인구수","2023년07월_여_0~9세","2023년08월_계_총인구수","2023년08월_계_연령구간인구수","2023년08월_계_0~9세","2023년08월_남_총인구수","2023년08월_남_연령구간인구수","2023년08월_남_0~9세","2023년08월_여_총인구수","2023년08월_여_연령구간인구수","2023년08월_여_0~9세","2023년09월_계_총인구수","2023년09월_계_연령구간인구수","2023년09월_계_0~9세","2023년09월_남_총인구수","2023년09월_남_연령구간인구수","2023년09월_남_0~9세","2023년09월_여_총인구수","2023년09월_여_연령구간인구수","2023년09월_여_0~9세","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~9세","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~9세","2023년11월_계_총인구수","2023년11월_계_연령구간인구수","2023년11월_계_0~9세","2023년11월_남_총인구수","2023년11월_남_연령구간인구수","2023년11월_남_0~9세","2023년11월_여_총인구수","2023년11월_여_연령구간인구수","2023년11월_여_0~9세","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_남_총인구수","2023년12월_남_연령구간인구수","2023년12월_남_0~9세","2023년12월_여_총인구수","2023년12월_여_연령구간인구수","2023년12월_여_0~9세"
"경기도 경기도 의정부시 (4115000000)","464,775","30,906","30,906","228,469","16,010","16,010","236,306","14,896","14,896","464,778","30,803","30,803","228,484","15,958","15,958","236,294","14,845","14,845","464,909","30,730","30,730","228,561","15,913","15,913","236,348","14,817","14,817","465,019","30,621","30,621","228,594","15,854","15,854","236,425","14,767","14,767","464,644","30,457","30,457","228,378","15,748","15,748","236,266","14,709","14,709","464,213","30,270","30,270","228,163","15,664","15,664","236,050","14,606","14,606"
"경기도 경기도 안양시 (4117000000)","545,478","35,915","35,915","269,606","18,294","18,294","275,872","17,621","17,621","545,092","35,751","35,751","269,406","18,223","18,223","275,686","17,528","17,528","544,514","35,583","35,583","269,034","18,124","18,124","275,480","17,459","17,459","544,083","35,489","35,489","268,810","18,060","18,060","275,273","17,429","17,429","543,597","35,318","35,318","268,455","17,975","17,975","275,142","17,343","17,343","544,660","35,412","35,412","268,911","18,001","18,001","275,749","17,411","17,411"
"경기도 경기도 안양시 만안구 (4117100000)","232,874","13,678","13,678","116,353","6,867","6,867","116,521","6,811","6,811","232,609","13,588","13,588","116,207","6,822","6,822","116,402","6,766","6,766","232,258","13,503","13,503","116,007","6,773","6,773","116,251","6,730","6,730","231,803","13,429","13,429","115,790","6,714","6,714","116,013","6,715","6,715","231,267","13,351","13,351","115,476","6,681","6,681","115,791","6,670","6,670","230,664","13,243","13,243","115,122","6,628","6,628","115,542","6,615","6,615"
"경기도 경기도 안양시 동안구 (4117300000)","312,604","22,237","22,237","153,253","11,427","11,427","159,351","10,810","10,810","312,483","22,163","22,163","153,199","11,401","11,401","159,284","10,762","10,762","312,256","22,080","22,080","153,027","11,351","11,351","159,229","10,729","10,729","312,280","22,060","22,060","153,020","11,346","11,346","159,260","10,714","10,714","312,330","21,967","21,967","152,979","11,294","11,294","159,351","10,673","10,673","313,996","22,169","22,169","153,789","11,373","11,373","160,207","10,796","10,796"
"경기도 경기도 부천시 (4119000000)","786,469","47,126","47,126","389,041","24,191","24,191","397,428","22,935","22,935","785,432","46,802","46,802","388,543","24,027","24,027","396,889","22,775","22,775","784,273","46,478","46,478","387,844","23,848","23,848","396,429","22,630","22,630","782,854","46,175","46,175","387,106","23,675","23,675","395,748","22,500","22,500","781,119","45,822","45,822","386,234","23,500","23,500","394,885","22,322","22,322","779,968","45,444","45,444","385,531","23,294","23,294","394,437","22,150","22,150"
"경기도 경기도 광명시 (4121000000)","280,986","19,152","19,152","137,970","9,746","9,746","143,016","9,406","9,406","280,414","18,954","18,954","137,706","9,650","9,650","142,708","9,304","9,304","280,129","18,817","18,817","137,545","9,582","9,582","142,584","9,235","9,235","280,270","18,783","18,783","137,577","9,568","9,568","142,693","9,215","9,215","280,287","18,718","18,718","137,538","9,521","9,521","142,749","9,197","9,197","280,197","18,632","18,632","137,512","9,484","9,484","142,685","9,148","9,148"
"경기도 경기도 평택시 (4122000000)","587,093","48,930","48,930","308,294","24,840","24,840","278,799","24,090","24,090","587,611","48,823","48,823","308,573","24,813","24,813","279,038","24,010","24,010","588,380","48,640","48,640","309,037","24,710","24,710","279,343","23,930","23,930","589,407","48,592","48,592","309,573","24,692","24,692","279,834","23,900","23,900","590,185","48,546","48,546","310,022","24,658","24,658","280,163","23,888","23,888","591,022","48,443","48,443","310,473","24,598","24,598","280,549","23,845","23,845"
"경기도 경기도 동두천시 (4125000000)","89,316","4,728","4,728","44,529","2,442","2,442","44,787","2,286","2,286","89,174","4,678","4,678","44,450","2,416","2,416","44,724","2,262","2,262","89,037","4,624","4,624","44,394","2,394","2,394","44,643","2,230","2,230","88,820","4,586","4,586","44,288","2,381","2,381","44,532","2,205","2,205","88,787","4,564","4,564","44,272","2,373","2,373","44,515","2,191","2,191","88,626","4,521","4,521","44,198","2,358","2,358","44,428","2,163","2,163"
"경기도 경기도 안산시 (4127000000)","635,134","36,616","36,616","325,487","18,683","18,683","309,647","17,933","17,933","634,284","36,399","36,399","325,067","18,576","18,576","309,217","17,823","17,823","633,417","36,107","36,107","324,560","18,432","18,432","308,857","17,675","17,675","632,291","35,855","35,855","323,884","18,296","18,296","308,407","17,559","17,559","630,651","35,520","35,520","322,974","18,106","18,106","307,677","17,414","17,414","629,308","35,228","35,228","322,328","17,982","17,982","306,980","17,246","17,246"
"경기도 경기도 안산시 상록구 (4127100000)","339,020","18,724","18,724","172,989","9,589","9,589","166,031","9,135","9,135","338,379","18,560","18,560","172,658","9,514","9,514","165,721","9,046","9,046","337,708","18,373","18,373","172,262","9,406","9,406","165,446","8,967","8,967","337,035","18,228","18,228","171,848","9,340","9,340","165,187","8,888","8,888","335,924","18,042","18,042","171,247","9,236","9,236","164,677","8,806","8,806","334,867","17,826","17,826","170,723","9,128","9,128","164,144","8,698","8,698"
"경기도 경기도 안산시 단원구 (4127300000)","296,114","17,892","17,892","152,498","9,094","9,094","143,616","8,798","8,798","295,905","17,839","17,839","152,409","9,062","9,062","143,496","8,777","8,777","295,709","17,734","17,734","152,298","9,026","9,026","143,411","8,708","8,708","295,256","17,627","17,627","152,036","8,956","8,956","143,220","8,671","8,671","294,727","17,478","17,478","151,727","8,870","8,870","143,000","8,608","8,608","294,441","17,402","17,402","151,605","8,854","8,854","142,836","8,548","8,548"
"경기도 경기도 고양시 (4128000000)","1,077,156","72,117","72,117","525,683","36,701","36,701","551,473","35,416","35,416","1,076,655","71,805","71,805","525,417","36,562","36,562","551,238","35,243","35,243","1,076,376","71,373","71,373","525,257","36,339","36,339","551,119","35,034","35,034","1,075,898","71,044","71,044","525,007","36,165","36,165","550,891","34,879","34,879","1,075,089","70,658","70,658","524,514","35,996","35,996","550,575","34,662","34,662","1,074,907","70,336","70,336","524,368","35,825","35,825","550,539","34,511","34,511"
"경기도 경기도 고양시 덕양구 (4128100000)","496,502","36,531","36,531","244,248","18,586","18,586","252,254","17,945","17,945","496,607","36,509","36,509","244,274","18,587","18,587","252,333","17,922","17,922","496,791","36,345","36,345","244,302","18,483","18,483","252,489","17,862","17,862","496,900","36,278","36,278","244,337","18,449","18,449","252,563","17,829","17,829","496,631","36,123","36,123","244,186","18,388","18,388","252,445","17,735","17,735","496,438","35,940","35,940","244,063","18,291","18,291","252,375","17,649","17,649"
"경기도 경기도 고양시 일산동구 (4128500000)","292,607","17,549","17,549","141,908","8,934","8,934","150,699","8,615","8,615","292,300","17,432","17,432","141,736","8,874","8,874","150,564","8,558","8,558","292,021","17,311","17,311","141,617","8,832","8,832","150,404","8,479","8,479","291,771","17,168","17,168","141,482","8,748","8,748","150,289","8,420","8,420","291,587","17,101","17,101","141,380","8,728","8,728","150,207","8,373","8,373","291,597","17,060","17,060","141,346","8,725","8,725","150,251","8,335","8,335"
"경기도 경기도 고양시 일산서구 (4128700000)","288,047","18,037","18,037","139,527","9,181","9,181","148,520","8,856","8,856","287,748","17,864","17,864","139,407","9,101","9,101","148,341","8,763","8,763","287,564","17,717","17,717","139,338","9,024","9,024","148,226","8,693","8,693","287,227","17,598","17,598","139,188","8,968","8,968","148,039","8,630","8,630","286,871","17,434","17,434","138,948","8,880","8,880","147,923","8,554","8,554","286,872","17,336","17,336","138,959","8,809","8,809","147,913","8,527","8,527"
"경기도 경기도 과천시 (4129000000)","80,855","7,888","7,888","39,691","4,080","4,080","41,164","3,808","3,808","81,306","8,053","8,053","39,890","4,135","4,135","41,416","3,918","3,918","81,332","8,040","8,040","39,909","4,126","4,126","41,423","3,914","3,914","81,143","8,040","8,040","39,806","4,128","4,128","41,337","3,912","3,912","81,008","8,005","8,005","39,697","4,112","4,112","41,311","3,893","3,893","81,000","7,995","7,995","39,687","4,108","4,108","41,313","3,887","3,887"
"경기도 경기도 구리시 (4131000000)","188,224","12,216","12,216","93,126","6,286","6,286","95,098","5,930","5,930","187,984","12,157","12,157","92,985","6,258","6,258","94,999","5,899","5,899","187,836","12,050","12,050","92,902","6,186","6,186","94,934","5,864","5,864","187,620","11,990","11,990","92,796","6,155","6,155","94,824","5,835","5,835","187,284","11,905","11,905","92,650","6,109","6,109","94,634","5,796","5,796","187,093","11,817","11,817","92,559","6,058","6,058","94,534","5,759","5,759"
"경기도 경기도 남양주시 (4136000000)","733,625","56,265","56,265","364,116","28,900","28,900","369,509","27,365","27,365","733,002","55,827","55,827","363,761","28,691","28,691","369,241","27,136","27,136","732,376","55,383","55,383","363,383","28,454","28,454","368,993","26,929","26,929","732,122","54,981","54,981","363,202","28,238","28,238","368,920","26,743","26,743","732,086","54,629","54,629","363,169","28,049","28,049","368,917","26,580","26,580","732,265","54,337","54,337","363,190","27,914","27,914","369,075","26,423","26,423"
"경기도 경기도 오산시 (4137000000)","229,255","18,685","18,685","119,447","9,506","9,506","109,808","9,179","9,179","229,569","18,613","18,613","119,620","9,473","9,473","109,949","9,140","9,140","229,780","18,501","18,501","119,732","9,436","9,436","110,048","9,065","9,065","229,730","18,361","18,361","119,733","9,334","9,334","109,997","9,027","9,027","229,792","18,271","18,271","119,785","9,294","9,294","110,007","8,977","8,977","229,656","18,139","18,139","119,722","9,233","9,233","109,934","8,906","8,906"
"경기도 경기도 시흥시 (4139000000)","518,366","44,550","44,550","270,614","22,588","22,588","247,752","21,962","21,962","518,182","44,275","44,275","270,494","22,451","22,451","247,688","21,824","21,824","518,174","43,970","43,970","270,583","22,299","22,299","247,591","21,671","21,671","518,771","43,998","43,998","270,869","22,322","22,322","247,902","21,676","21,676","519,594","44,096","44,096","271,211","22,377","22,377","248,383","21,719","21,719","519,715","43,910","43,910","271,236","22,289","22,289","248,479","21,621","21,621"
"경기도 경기도 군포시 (4141000000)","263,841","16,272","16,272","130,847","8,347","8,347","132,994","7,925","7,925","263,496","16,146","16,146","130,673","8,267","8,267","132,823","7,879","7,879","263,025","15,983","15,983","130,482","8,207","8,207","132,543","7,776","7,776","262,587","15,838","15,838","130,242","8,140","8,140","132,345","7,698","7,698","261,898","15,614","15,614","129,916","8,037","8,037","131,982","7,577","7,577","261,229","15,408","15,408","129,573","7,927","7,927","131,656","7,481","7,481"
"경기도 경기도 의왕시 (4143000000)","157,684","11,491","11,491","78,193","5,943","5,943","79,491","5,548","5,548","157,499","11,411","11,411","78,097","5,899","5,899","79,402","5,512","5,512","157,994","11,420","11,420","78,342","5,916","5,916","79,652","5,504","5,504","158,242","11,427","11,427","78,480","5,925","5,925","79,762","5,502","5,502","159,050","11,592","11,592","78,912","5,995","5,995","80,138","5,597","5,597","158,870","11,620","11,620","78,829","6,023","6,023","80,041","5,597","5,597"
"경기도 경기도 하남시 (4145000000)","328,577","31,232","31,232","163,811","16,013","16,013","164,766","15,219","15,219","329,162","31,243","31,243","164,021","16,003","16,003","165,141","15,240","15,240","329,612","31,107","31,107","164,181","15,952","15,952","165,431","15,155","15,155","329,559","30,944","30,944","164,102","15,858","15,858","165,457","15,086","15,086","329,822","30,824","30,824","164,201","15,786","15,786","165,621","15,038","15,038","329,861","30,685","30,685","164,202","15,744","15,744","165,659","14,941","14,941"
"경기도 경기도 용인시 (4146000000)","1,077,280","83,810","83,810","534,558","42,857","42,857","542,722","40,953","40,953","1,077,890","83,237","83,237","534,863","42,524","42,524","543,027","40,713","40,713","1,077,224","82,627","82,627","534,562","42,216","42,216","542,662","40,411","40,411","1,076,098","82,074","82,074","533,872","41,943","41,943","542,226","40,131","40,131","1,075,474","81,592","81,592","533,395","41,681","41,681","542,079","39,911","39,911","1,075,566","81,223","81,223","533,387","41,477","41,477","542,179","39,746","39,746"
"경기도 경기도 용인시 처인구 (4146100000)","263,131","17,823","17,823","135,251","9,161","9,161","127,880","8,662","8,662","263,923","17,727","17,727","135,708","9,104","9,104","128,215","8,623","8,623","263,455","17,590","17,590","135,457","9,044","9,044","127,998","8,546","8,546","262,555","17,497","17,497","134,920","8,992","8,992","127,635","8,505","8,505","261,813","17,403","17,403","134,498","8,939","8,939","127,315","8,464","8,464","261,488","17,293","17,293","134,289","8,866","8,866","127,199","8,427","8,427"
"경기도 경기도 용인시 기흥구 (4146300000)","436,142","33,867","33,867","215,129","17,370","17,370","221,013","16,497","16,497","435,967","33,563","33,563","214,993","17,192","17,192","220,974","16,371","16,371","435,764","33,287","33,287","214,877","17,050","17,050","220,887","16,237","16,237","435,765","33,038","33,038","214,863","16,923","16,923","220,902","16,115","16,115","436,101","32,811","32,811","214,956","16,795","16,795","221,145","16,016","16,016","436,656","32,651","32,651","215,218","16,723","16,723","221,438","15,928","15,928"
"경기도 경기도 용인시 수지구 (4146500000)","378,007","32,120","32,120","184,178","16,326","16,326","193,829","15,794","15,794","378,000","31,947","31,947","184,162","16,228","16,228","193,838","15,719","15,719","378,005","31,750","31,750","184,228","16,122","16,122","193,777","15,628","15,628","377,778","31,539","31,539","184,089","16,028","16,028","193,689","15,511","15,511","377,560","31,378","31,378","183,941","15,947","15,947","193,619","15,431","15,431","377,422","31,279","31,279","183,880","15,888","15,888","193,542","15,391","15,391"
"경기도 경기도 파주시 (4148000000)","496,811","41,069","41,069","251,957","21,051","21,051","244,854","20,018","20,018","496,878","40,856","40,856","251,897","20,954","20,954","244,981","19,902","19,902","497,108","40,692","40,692","251,931","20,859","20,859","245,177","19,833","19,833","497,527","40,509","40,509","252,092","20,760","20,760","245,435","19,749","19,749","497,775","40,282","40,282","252,211","20,664","20,664","245,564","19,618","19,618","497,753","40,067","40,067","252,159","20,516","20,516","245,594","19,551","19,551"
"경기도 경기도 이천시 (4150000000)","223,651","15,981","15,981","116,535","8,241","8,241","107,116","7,740","7,740","223,677","15,856","15,856","116,582","8,183","8,183","107,095","7,673","7,673","223,581","15,753","15,753","116,530","8,123","8,123","107,051","7,630","7,630","223,525","15,688","15,688","116,454","8,081","8,081","107,071","7,607","7,607","222,652","15,579","15,579","115,907","8,042","8,042","106,745","7,537","7,537","222,098","15,505","15,505","115,622","8,015","8,015","106,476","7,490","7,490"
"경기도 경기도 안성시 (4155000000)","189,364","11,571","11,571","97,978","6,038","6,038","91,386","5,533","5,533","189,472","11,494","11,494","98,017","5,983","5,983","91,455","5,511","5,511","189,456","11,414","11,414","97,990","5,931","5,931","91,466","5,483","5,483","189,322","11,349","11,349","97,897","5,896","5,896","91,425","5,453","5,453","189,143","11,301","11,301","97,772","5,870","5,870","91,371","5,431","5,431","189,034","11,213","11,213","97,738","5,813","5,813","91,296","5,400","5,400"
"경기도 경기도 김포시 (4157000000)","486,122","47,343","47,343","242,813","24,299","24,299","243,309","23,044","23,044","486,029","46,978","46,978","242,713","24,078","24,078","243,316","22,900","22,900","485,943","46,684","46,684","242,651","23,940","23,940","243,292","22,744","22,744","486,008","46,434","46,434","242,691","23,803","23,803","243,317","22,631","22,631","486,126","46,146","46,146","242,781","23,669","23,669","243,345","22,477","22,477","486,172","45,831","45,831","242,801","23,523","23,523","243,371","22,308","22,308"
"경기도 경기도 화성시 (4159000000)","932,626","96,242","96,242","484,546","49,184","49,184","448,080","47,058","47,058","934,287","96,008","96,008","485,372","49,081","49,081","448,915","46,927","46,927","937,189","95,976","95,976","486,852","49,073","49,073","450,337","46,903","46,903","939,302","95,641","95,641","487,898","48,855","48,855","451,404","46,786","46,786","941,489","95,419","95,419","489,028","48,777","48,777","452,461","46,642","46,642","944,342","95,153","95,153","490,518","48,649","48,649","453,824","46,504","46,504"
"경기도 경기도 광주시 (4161000000)","391,791","30,633","30,633","199,867","15,647","15,647","191,924","14,986","14,986","391,986","30,496","30,496","199,971","15,598","15,598","192,015","14,898","14,898","391,917","30,352","30,352","199,897","15,554","15,554","192,020","14,798","14,798","391,760","30,166","30,166","199,821","15,455","15,455","191,939","14,711","14,711","391,432","29,996","29,996","199,647","15,398","15,398","191,785","14,598","14,598","391,377","29,868","29,868","199,601","15,318","15,318","191,776","14,550","14,550"
"경기도 경기도 양주시 (4163000000)","260,708","21,183","21,183","131,738","10,784","10,784","128,970","10,399","10,399","262,328","21,298","21,298","132,553","10,860","10,860","129,775","10,438","10,438","263,610","21,313","21,313","133,186","10,847","10,847","130,424","10,466","10,466","265,155","21,420","21,420","133,939","10,914","10,914","131,216","10,506","10,506","266,446","21,506","21,506","134,607","10,955","10,955","131,839","10,551","10,551","268,026","21,638","21,638","135,376","11,013","11,013","132,650","10,625","10,625"
"경기도 경기도 포천시 (4165000000)","144,158","6,837","6,837","76,329","3,553","3,553","67,829","3,284","3,284","143,974","6,805","6,805","76,210","3,531","3,531","67,764","3,274","3,274","143,880","6,765","6,765","76,158","3,515","3,515","67,722","3,250","3,250","143,690","6,695","6,695","76,050","3,481","3,481","67,640","3,214","3,214","143,510","6,687","6,687","75,951","3,480","3,480","67,559","3,207","3,207","143,323","6,646","6,646","75,837","3,464","3,464","67,486","3,182","3,182"
"경기도 경기도 여주시 (4167000000)","114,005","6,372","6,372","57,993","3,278","3,278","56,012","3,094","3,094","114,081","6,333","6,333","58,015","3,245","3,245","56,066","3,088","3,088","114,253","6,305","6,305","58,078","3,233","3,233","56,175","3,072","3,072","114,344","6,277","6,277","58,136","3,215","3,215","56,208","3,062","3,062","114,343","6,262","6,262","58,141","3,216","3,216","56,202","3,046","3,046","114,412","6,231","6,231","58,177","3,186","3,186","56,235","3,045","3,045"
"경기도 경기도 연천군 (4180000000)","41,802","2,142","2,142","21,925","1,097","1,097","19,877","1,045","1,045","41,711","2,122","2,122","21,862","1,083","1,083","19,849","1,039","1,039","41,705","2,107","2,107","21,863","1,079","1,079","19,842","1,028","1,028","41,639","2,086","2,086","21,826","1,067","1,067","19,813","1,019","1,019","41,588","2,076","2,076","21,790","1,058","1,058","19,798","1,018","1,018","41,584","2,071","2,071","21,776","1,054","1,054","19,808","1,017","1,017"
"경기도 경기도 가평군 (4182000000)","61,744","2,783","2,783","31,878","1,411","1,411","29,866","1,372","1,372","61,773","2,762","2,762","31,873","1,401","1,401","29,900","1,361","1,361","61,976","2,779","2,779","31,975","1,407","1,407","30,001","1,372","1,372","62,125","2,789","2,789","32,036","1,414","1,414","30,089","1,375","1,375","62,131","2,767","2,767","32,039","1,404","1,404","30,092","1,363","1,363","62,302","2,763","2,763","32,137","1,409","1,409","30,165","1,354","1,354"
"경기도 경기도 양평군 (4183000000)","123,428","6,428","6,428","62,117","3,323","3,323","61,311","3,105","3,105","124,050","6,423","6,423","62,465","3,332","3,332","61,585","3,091","3,091","124,241","6,414","6,414","62,553","3,328","3,328","61,688","3,086","3,086","124,822","6,436","6,436","62,764","3,326","3,326","62,058","3,110","3,110","125,121","6,487","6,487","62,791","3,343","3,343","62,330","3,144","3,144","125,238","6,482","6,482","62,801","3,328","3,328","62,437","3,154","3,154"
