"행정구역","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_0~9세","2021년07월_남_총인구수","2021년07월_남_연령구간인구수","2021년07월_남_0~9세","2021년07월_여_총인구수","2021년07월_여_연령구간인구수","2021년07월_여_0~9세","2021년08월_계_총인구수","2021년08월_계_연령구간인구수","2021년08월_계_0~9세","2021년08월_남_총인구수","2021년08월_남_연령구간인구수","2021년08월_남_0~9세","2021년08월_여_총인구수","2021년08월_여_연령구간인구수","2021년08월_여_0~9세","2021년09월_계_총인구수","2021년09월_계_연령구간인구수","2021년09월_계_0~9세","2021년09월_남_총인구수","2021년09월_남_연령구간인구수","2021년09월_남_0~9세","2021년09월_여_총인구수","2021년09월_여_연령구간인구수","2021년09월_여_0~9세","2021년10월_계_총인구수","2021년10월_계_연령구간인구수","2021년10월_계_0~9세","2021년10월_남_총인구수","2021년10월_남_연령구간인구수","2021년10월_남_0~9세","2021년10월_여_총인구수","2021년10월_여_연령구간인구수","2021년10월_여_0~9세","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_남_총인구수","2021년11월_남_연령구간인구수","2021년11월_남_0~9세","2021년11월_여_총인구수","2021년11월_여_연령구간인구수","2021년11월_여_0~9세","2021년12월_계_총인구수","2021년12월_계_연령구간인구수","2021년12월_계_0~9세","2021년12월_남_총인구수","2021년12월_남_연령구간인구수","2021년12월_남_0~9세","2021년12월_여_총인구수","2021년12월_여_연령구간인구수","2021년12월_여_0~9세"
"경기도 경기도 의정부시 (4115000000)","462,588","33,649","33,649","227,975","17,353","17,353","234,613","16,296","16,296","463,373","33,597","33,597","228,349","17,320","17,320","235,024","16,277","16,277","463,562","33,364","33,364","228,451","17,220","17,220","235,111","16,144","16,144","463,665","33,247","33,247","228,574","17,177","17,177","235,091","16,070","16,070","463,706","33,099","33,099","228,555","17,130","17,130","235,151","15,969","15,969","463,661","32,996","32,996","228,538","17,090","17,090","235,123","15,906","15,906"
"경기도 경기도 안양시 (4117000000)","548,960","38,570","38,570","271,356","19,625","19,625","277,604","18,945","18,945","548,491","38,414","38,414","271,131","19,552","19,552","277,360","18,862","18,862","548,074","38,234","38,234","270,954","19,462","19,462","277,120","18,772","18,772","547,258","37,997","37,997","270,572","19,341","19,341","276,686","18,656","18,656","546,753","37,834","37,834","270,290","19,247","19,247","276,463","18,587","18,587","547,178","37,820","37,820","270,496","19,253","19,253","276,682","18,567","18,567"
"경기도 경기도 안양시 만안구 (4117100000)","238,639","15,042","15,042","119,435","7,624","7,624","119,204","7,418","7,418","239,071","15,032","15,032","119,678","7,619","7,619","119,393","7,413","7,413","239,356","15,041","15,041","119,850","7,621","7,621","119,506","7,420","7,420","239,203","14,988","14,988","119,745","7,586","7,586","119,458","7,402","7,402","238,809","14,906","14,906","119,538","7,552","7,552","119,271","7,354","7,354","238,311","14,791","14,791","119,239","7,485","7,485","119,072","7,306","7,306"
"경기도 경기도 안양시 동안구 (4117300000)","310,321","23,528","23,528","151,921","12,001","12,001","158,400","11,527","11,527","309,420","23,382","23,382","151,453","11,933","11,933","157,967","11,449","11,449","308,718","23,193","23,193","151,104","11,841","11,841","157,614","11,352","11,352","308,055","23,009","23,009","150,827","11,755","11,755","157,228","11,254","11,254","307,944","22,928","22,928","150,752","11,695","11,695","157,192","11,233","11,233","308,867","23,029","23,029","151,257","11,768","11,768","157,610","11,261","11,261"
"경기도 경기도 부천시 (4119000000)","810,069","54,590","54,590","401,645","28,090","28,090","408,424","26,500","26,500","809,559","54,270","54,270","401,353","27,926","27,926","408,206","26,344","26,344","809,083","53,978","53,978","401,051","27,793","27,793","408,032","26,185","26,185","808,047","53,573","53,573","400,375","27,556","27,556","407,672","26,017","26,017","807,090","53,294","53,294","399,933","27,433","27,433","407,157","25,861","25,861","806,067","53,029","53,029","399,484","27,336","27,336","406,583","25,693","25,693"
"경기도 경기도 광명시 (4121000000)","295,560","22,448","22,448","145,781","11,451","11,451","149,779","10,997","10,997","295,335","22,356","22,356","145,603","11,386","11,386","149,732","10,970","10,970","294,895","22,258","22,258","145,398","11,328","11,328","149,497","10,930","10,930","294,458","22,110","22,110","145,171","11,258","11,258","149,287","10,852","10,852","293,763","21,931","21,931","144,827","11,166","11,166","148,936","10,765","10,765","292,893","21,820","21,820","144,384","11,124","11,124","148,509","10,696","10,696"
"경기도 경기도 평택시 (4122000000)","551,603","49,404","49,404","286,588","25,123","25,123","265,015","24,281","24,281","554,511","49,589","49,589","288,302","25,233","25,233","266,209","24,356","24,356","557,450","49,777","49,777","290,020","25,327","25,327","267,430","24,450","24,450","559,363","49,782","49,782","291,122","25,310","25,310","268,241","24,472","24,472","561,770","49,969","49,969","292,554","25,405","25,405","269,216","24,564","24,564","564,288","50,065","50,065","293,954","25,414","25,414","270,334","24,651","24,651"
"경기도 경기도 동두천시 (4125000000)","93,447","5,992","5,992","46,675","3,083","3,083","46,772","2,909","2,909","93,414","5,958","5,958","46,627","3,061","3,061","46,787","2,897","2,897","93,479","5,936","5,936","46,661","3,048","3,048","46,818","2,888","2,888","93,508","5,897","5,897","46,659","3,021","3,021","46,849","2,876","2,876","93,528","5,853","5,853","46,672","3,012","3,012","46,856","2,841","2,841","93,592","5,830","5,830","46,694","2,994","2,994","46,898","2,836","2,836"
"경기도 경기도 안산시 (4127000000)","654,678","42,976","42,976","335,750","21,949","21,949","318,928","21,027","21,027","654,477","42,718","42,718","335,701","21,822","21,822","318,776","20,896","20,896","654,270","42,428","42,428","335,574","21,686","21,686","318,696","20,742","20,742","654,117","42,232","42,232","335,508","21,603","21,603","318,609","20,629","20,629","653,687","42,019","42,019","335,229","21,494","21,494","318,458","20,525","20,525","652,726","41,776","41,776","334,646","21,370","21,370","318,080","20,406","20,406"
"경기도 경기도 안산시 상록구 (4127100000)","352,898","22,765","22,765","180,042","11,581","11,581","172,856","11,184","11,184","352,166","22,534","22,534","179,726","11,488","11,488","172,440","11,046","11,046","351,800","22,351","22,351","179,537","11,409","11,409","172,263","10,942","10,942","351,747","22,197","22,197","179,580","11,349","11,349","172,167","10,848","10,848","351,387","22,029","22,029","179,326","11,258","11,258","172,061","10,771","10,771","350,668","21,870","21,870","178,943","11,174","11,174","171,725","10,696","10,696"
"경기도 경기도 안산시 단원구 (4127300000)","301,780","20,211","20,211","155,708","10,368","10,368","146,072","9,843","9,843","302,311","20,184","20,184","155,975","10,334","10,334","146,336","9,850","9,850","302,470","20,077","20,077","156,037","10,277","10,277","146,433","9,800","9,800","302,370","20,035","20,035","155,928","10,254","10,254","146,442","9,781","9,781","302,300","19,990","19,990","155,903","10,236","10,236","146,397","9,754","9,754","302,058","19,906","19,906","155,703","10,196","10,196","146,355","9,710","9,710"
"경기도 경기도 고양시 (4128000000)","1,081,045","80,027","80,027","529,135","40,827","40,827","551,910","39,200","39,200","1,080,896","79,561","79,561","528,972","40,558","40,558","551,924","39,003","39,003","1,080,787","79,202","79,202","528,911","40,382","40,382","551,876","38,820","38,820","1,080,240","78,715","78,715","528,683","40,135","40,135","551,557","38,580","38,580","1,079,722","78,294","78,294","528,390","39,945","39,945","551,332","38,349","38,349","1,079,353","77,938","77,938","528,094","39,711","39,711","551,259","38,227","38,227"
"경기도 경기도 고양시 덕양구 (4128100000)","481,053","37,914","37,914","237,593","19,317","19,317","243,460","18,597","18,597","481,641","37,770","37,770","237,826","19,238","19,238","243,815","18,532","18,532","481,890","37,639","37,639","237,936","19,188","19,188","243,954","18,451","18,451","481,840","37,411","37,411","237,946","19,078","19,078","243,894","18,333","18,333","482,459","37,275","37,275","238,233","19,030","19,030","244,226","18,245","18,245","482,927","37,138","37,138","238,375","18,931","18,931","244,552","18,207","18,207"
"경기도 경기도 고양시 일산동구 (4128500000)","300,232","20,427","20,427","146,087","10,486","10,486","154,145","9,941","9,941","299,985","20,294","20,294","145,977","10,416","10,416","154,008","9,878","9,878","299,928","20,154","20,154","145,945","10,350","10,350","153,983","9,804","9,804","299,757","20,041","20,041","145,811","10,293","10,293","153,946","9,748","9,748","299,297","19,926","19,926","145,579","10,236","10,236","153,718","9,690","9,690","298,873","19,825","19,825","145,362","10,160","10,160","153,511","9,665","9,665"
"경기도 경기도 고양시 일산서구 (4128700000)","299,760","21,686","21,686","145,455","11,024","11,024","154,305","10,662","10,662","299,270","21,497","21,497","145,169","10,904","10,904","154,101","10,593","10,593","298,969","21,409","21,409","145,030","10,844","10,844","153,939","10,565","10,565","298,643","21,263","21,263","144,926","10,764","10,764","153,717","10,499","10,499","297,966","21,093","21,093","144,578","10,679","10,679","153,388","10,414","10,414","297,553","20,975","20,975","144,357","10,620","10,620","153,196","10,355","10,355"
"경기도 경기도 과천시 (4129000000)","69,509","6,042","6,042","34,151","3,148","3,148","35,358","2,894","2,894","69,640","6,050","6,050","34,223","3,155","3,155","35,417","2,895","2,895","69,732","6,025","6,025","34,275","3,146","3,146","35,457","2,879","2,879","69,910","6,027","6,027","34,357","3,149","3,149","35,553","2,878","2,878","71,234","6,199","6,199","35,058","3,243","3,243","36,176","2,956","2,956","73,345","6,488","6,488","36,092","3,378","3,378","37,253","3,110","3,110"
"경기도 경기도 구리시 (4131000000)","193,954","14,468","14,468","96,227","7,442","7,442","97,727","7,026","7,026","193,662","14,394","14,394","96,074","7,411","7,411","97,588","6,983","6,983","193,410","14,321","14,321","95,966","7,375","7,375","97,444","6,946","6,946","193,014","14,191","14,191","95,747","7,322","7,322","97,267","6,869","6,869","192,461","14,094","14,094","95,429","7,262","7,262","97,032","6,832","6,832","191,948","13,946","13,946","95,172","7,204","7,204","96,776","6,742","6,742"
"경기도 경기도 남양주시 (4136000000)","725,031","63,867","63,867","360,803","32,870","32,870","364,228","30,997","30,997","727,221","63,796","63,796","361,913","32,818","32,818","365,308","30,978","30,978","728,664","63,595","63,595","362,614","32,746","32,746","366,050","30,849","30,849","729,918","63,396","63,396","363,233","32,604","32,604","366,685","30,792","30,792","731,497","63,376","63,376","363,970","32,566","32,566","367,527","30,810","30,810","733,798","63,527","63,527","365,103","32,641","32,641","368,695","30,886","30,886"
"경기도 경기도 오산시 (4137000000)","230,657","22,645","22,645","119,588","11,577","11,577","111,069","11,068","11,068","230,555","22,422","22,422","119,590","11,460","11,460","110,965","10,962","10,962","230,395","22,245","22,245","119,558","11,349","11,349","110,837","10,896","10,896","230,403","22,117","22,117","119,588","11,280","11,280","110,815","10,837","10,837","230,165","21,870","21,870","119,461","11,166","11,166","110,704","10,704","10,704","229,983","21,682","21,682","119,409","11,092","11,092","110,574","10,590","10,590"
"경기도 경기도 시흥시 (4139000000)","511,747","48,738","48,738","267,186","24,731","24,731","244,561","24,007","24,007","511,807","48,477","48,477","267,236","24,585","24,585","244,571","23,892","23,892","511,900","48,222","48,222","267,334","24,473","24,473","244,566","23,749","23,749","511,888","47,971","47,971","267,351","24,348","24,348","244,537","23,623","23,623","512,155","47,767","47,767","267,503","24,254","24,254","244,652","23,513","23,513","512,030","47,577","47,577","267,423","24,171","24,171","244,607","23,406","23,406"
"경기도 경기도 군포시 (4141000000)","270,293","19,442","19,442","133,999","9,909","9,909","136,294","9,533","9,533","269,752","19,213","19,213","133,758","9,788","9,788","135,994","9,425","9,425","269,507","19,050","19,050","133,641","9,717","9,717","135,866","9,333","9,333","269,215","18,923","18,923","133,506","9,644","9,644","135,709","9,279","9,279","269,086","18,794","18,794","133,458","9,598","9,598","135,628","9,196","9,196","268,535","18,634","18,634","133,246","9,527","9,527","135,289","9,107","9,107"
"경기도 경기도 의왕시 (4143000000)","162,925","12,815","12,815","81,009","6,630","6,630","81,916","6,185","6,185","163,510","12,804","12,804","81,300","6,629","6,629","82,210","6,175","6,175","163,715","12,798","12,798","81,403","6,615","6,615","82,312","6,183","6,183","163,704","12,735","12,735","81,341","6,582","6,582","82,363","6,153","6,153","163,555","12,649","12,649","81,252","6,536","6,536","82,303","6,113","6,113","163,356","12,631","12,631","81,148","6,507","6,507","82,208","6,124","6,124"
"경기도 경기도 하남시 (4145000000)","308,390","31,258","31,258","154,574","15,997","15,997","153,816","15,261","15,261","310,365","31,439","31,439","155,478","16,075","16,075","154,887","15,364","15,364","312,159","31,512","31,512","156,333","16,136","16,136","155,826","15,376","15,376","314,866","32,040","32,040","157,644","16,461","16,461","157,222","15,579","15,579","318,126","32,573","32,573","159,264","16,721","16,721","158,862","15,852","15,852","320,087","32,803","32,803","160,163","16,819","16,819","159,924","15,984","15,984"
"경기도 경기도 용인시 (4146000000)","1,079,049","97,332","97,332","535,521","49,760","49,760","543,528","47,572","47,572","1,080,325","96,895","96,895","536,223","49,567","49,567","544,102","47,328","47,328","1,080,027","96,281","96,281","535,936","49,238","49,238","544,091","47,043","47,043","1,079,609","95,778","95,778","535,631","48,963","48,963","543,978","46,815","46,815","1,078,604","95,148","95,148","535,053","48,630","48,630","543,551","46,518","46,518","1,077,508","94,607","94,607","534,459","48,329","48,329","543,049","46,278","46,278"
"경기도 경기도 용인시 처인구 (4146100000)","261,482","20,564","20,564","134,410","10,495","10,495","127,072","10,069","10,069","262,030","20,422","20,422","134,681","10,424","10,424","127,349","9,998","9,998","261,553","20,268","20,268","134,369","10,352","10,352","127,184","9,916","9,916","261,166","20,185","20,185","134,041","10,313","10,313","127,125","9,872","9,872","260,487","20,048","20,048","133,624","10,262","10,262","126,863","9,786","9,786","260,198","19,959","19,959","133,503","10,220","10,220","126,695","9,739","9,739"
"경기도 경기도 용인시 기흥구 (4146300000)","440,630","41,025","41,025","217,479","21,082","21,082","223,151","19,943","19,943","441,375","40,886","40,886","217,896","21,014","21,014","223,479","19,872","19,872","441,960","40,623","40,623","218,135","20,849","20,849","223,825","19,774","19,774","442,335","40,392","40,392","218,360","20,742","20,742","223,975","19,650","19,650","442,323","40,084","40,084","218,341","20,544","20,544","223,982","19,540","19,540","441,742","39,745","39,745","217,999","20,367","20,367","223,743","19,378","19,378"
"경기도 경기도 용인시 수지구 (4146500000)","376,937","35,743","35,743","183,632","18,183","18,183","193,305","17,560","17,560","376,920","35,587","35,587","183,646","18,129","18,129","193,274","17,458","17,458","376,514","35,390","35,390","183,432","18,037","18,037","193,082","17,353","17,353","376,108","35,201","35,201","183,230","17,908","17,908","192,878","17,293","17,293","375,794","35,016","35,016","183,088","17,824","17,824","192,706","17,192","17,192","375,568","34,903","34,903","182,957","17,742","17,742","192,611","17,161","17,161"
"경기도 경기도 파주시 (4148000000)","473,673","43,461","43,461","240,306","22,196","22,196","233,367","21,265","21,265","476,044","43,519","43,519","241,438","22,226","22,226","234,606","21,293","21,293","477,819","43,452","43,452","242,418","22,176","22,176","235,401","21,276","21,276","479,183","43,346","43,346","243,139","22,123","22,123","236,044","21,223","21,223","481,629","43,450","43,450","244,290","22,157","22,157","237,339","21,293","21,293","483,245","43,432","43,432","245,085","22,142","22,142","238,160","21,290","21,290"
"경기도 경기도 이천시 (4150000000)","221,697","18,265","18,265","114,913","9,431","9,431","106,784","8,834","8,834","222,883","18,212","18,212","115,596","9,393","9,393","107,287","8,819","8,819","223,482","18,157","18,157","115,995","9,379","9,379","107,487","8,778","8,778","224,066","18,113","18,113","116,264","9,359","9,359","107,802","8,754","8,754","223,831","18,027","18,027","116,100","9,301","9,301","107,731","8,726","8,726","223,177","17,883","17,883","115,727","9,237","9,237","107,450","8,646","8,646"
"경기도 경기도 안성시 (4155000000)","189,298","13,511","13,511","97,699","6,959","6,959","91,599","6,552","6,552","189,641","13,424","13,424","97,911","6,924","6,924","91,730","6,500","6,500","189,747","13,354","13,354","97,955","6,885","6,885","91,792","6,469","6,469","189,732","13,297","13,297","97,969","6,858","6,858","91,763","6,439","6,439","189,559","13,193","13,193","97,874","6,808","6,808","91,685","6,385","6,385","189,534","13,123","13,123","97,895","6,769","6,769","91,639","6,354","6,354"
"경기도 경기도 김포시 (4157000000)","484,481","54,933","54,933","242,493","28,010","28,010","241,988","26,923","26,923","485,221","54,771","54,771","242,792","27,928","27,928","242,429","26,843","26,843","485,647","54,483","54,483","243,017","27,745","27,745","242,630","26,738","26,738","485,859","54,173","54,173","243,149","27,605","27,605","242,710","26,568","26,568","486,123","53,873","53,873","243,279","27,461","27,461","242,844","26,412","26,412","486,508","53,677","53,677","243,415","27,354","27,354","243,093","26,323","26,323"
"경기도 경기도 화성시 (4159000000)","872,537","102,441","102,441","453,495","52,383","52,383","419,042","50,058","50,058","875,987","102,341","102,341","455,268","52,311","52,311","420,719","50,030","50,030","878,879","102,101","102,101","456,841","52,147","52,147","422,038","49,954","49,954","881,154","101,759","101,759","457,918","51,928","51,928","423,236","49,831","49,831","884,225","101,557","101,557","459,514","51,813","51,813","424,711","49,744","49,744","887,015","101,318","101,318","460,788","51,673","51,673","426,227","49,645","49,645"
"경기도 경기도 광주시 (4161000000)","385,000","33,877","33,877","196,660","17,395","17,395","188,340","16,482","16,482","385,808","33,742","33,742","197,056","17,322","17,322","188,752","16,420","16,420","386,301","33,578","33,578","197,265","17,206","17,206","189,036","16,372","16,372","386,496","33,415","33,415","197,315","17,118","17,118","189,181","16,297","16,297","386,573","33,292","33,292","197,285","17,043","17,043","189,288","16,249","16,249","387,289","33,239","33,239","197,673","17,004","17,004","189,616","16,235","16,235"
"경기도 경기도 양주시 (4163000000)","235,495","20,081","20,081","119,411","10,243","10,243","116,084","9,838","9,838","235,828","20,029","20,029","119,603","10,217","10,217","116,225","9,812","9,812","236,028","19,921","19,921","119,717","10,166","10,166","116,311","9,755","9,755","236,205","19,840","19,840","119,761","10,137","10,137","116,444","9,703","9,703","236,302","19,736","19,736","119,796","10,064","10,064","116,506","9,672","9,672","236,368","19,651","19,651","119,835","10,016","10,016","116,533","9,635","9,635"
"경기도 경기도 포천시 (4165000000)","147,855","8,230","8,230","78,351","4,222","4,222","69,504","4,008","4,008","148,296","8,188","8,188","78,594","4,193","4,193","69,702","3,995","3,995","148,434","8,155","8,155","78,653","4,168","4,168","69,781","3,987","3,987","148,618","8,139","8,139","78,733","4,168","4,168","69,885","3,971","3,971","148,738","8,113","8,113","78,786","4,165","4,165","69,952","3,948","3,948","148,939","8,110","8,110","78,915","4,165","4,165","70,024","3,945","3,945"
"경기도 경기도 여주시 (4167000000)","112,203","7,104","7,104","57,076","3,656","3,656","55,127","3,448","3,448","112,289","7,063","7,063","57,131","3,644","3,644","55,158","3,419","3,419","112,151","6,997","6,997","57,058","3,621","3,621","55,093","3,376","3,376","112,260","6,946","6,946","57,122","3,593","3,593","55,138","3,353","3,353","112,199","6,885","6,885","57,044","3,557","3,557","55,155","3,328","3,328","112,150","6,845","6,845","57,022","3,529","3,529","55,128","3,316","3,316"
"경기도 경기도 연천군 (4180000000)","42,985","2,603","2,603","22,518","1,312","1,312","20,467","1,291","1,291","42,942","2,599","2,599","22,507","1,313","1,313","20,435","1,286","1,286","42,842","2,578","2,578","22,453","1,304","1,304","20,389","1,274","1,274","42,797","2,568","2,568","22,412","1,297","1,297","20,385","1,271","1,271","42,739","2,555","2,555","22,405","1,298","1,298","20,334","1,257","1,257","42,721","2,541","2,541","22,399","1,290","1,290","20,322","1,251","1,251"
"경기도 경기도 가평군 (4182000000)","62,348","3,254","3,254","32,114","1,638","1,638","30,234","1,616","1,616","62,383","3,214","3,214","32,137","1,616","1,616","30,246","1,598","1,598","62,334","3,189","3,189","32,167","1,610","1,610","30,167","1,579","1,579","62,241","3,184","3,184","32,130","1,604","1,604","30,111","1,580","1,580","62,253","3,164","3,164","32,147","1,586","1,586","30,106","1,578","1,578","62,264","3,155","3,155","32,129","1,576","1,576","30,135","1,579","1,579"
"경기도 경기도 양평군 (4183000000)","120,419","7,177","7,177","60,513","3,668","3,668","59,906","3,509","3,509","120,954","7,197","7,197","60,817","3,681","3,681","60,137","3,516","3,516","120,997","7,168","7,168","60,791","3,665","3,665","60,206","3,503","3,503","121,188","7,132","7,132","60,873","3,637","3,637","60,315","3,495","3,495","121,154","7,112","7,112","60,817","3,640","3,640","60,337","3,472","3,472","121,230","7,074","7,074","60,846","3,633","3,633","60,384","3,441","3,441"
