기준연도,시군명,연령대,성별,결제건수,결제금액,결제취소건수,결제취소금액,1회평균결제금액
2023,여주시,10대,남,9978,176123021.0,44.0,2121230.0,17651.0
2023,여주시,10대,여,10519,250233806.0,80.0,3015865.0,23789.0
2023,여주시,20대,남,87458,1916512434.0,568.0,22114986.0,21914.0
2023,여주시,20대,여,87172,2047625627.0,802.0,24020799.0,23489.0
2023,여주시,30대,남,140578,3305396564.0,952.0,37834451.0,23513.0
2023,여주시,30대,여,175955,4690551055.0,1476.0,58372942.0,26658.0
2023,여주시,40대,남,270758,7732434695.0,1667.0,70292891.0,28558.0
2023,여주시,40대,여,355729,10421242953.0,2527.0,104816193.0,29295.0
2023,여주시,50대,남,249385,6592355933.0,1431.0,61417277.0,26434.0
2023,여주시,50대,여,230729,6590619845.0,1661.0,78513847.0,28564.0
2023,여주시,60대,남,136996,3848898821.0,828.0,38256023.0,28095.0
2023,여주시,60대,여,128852,3860003211.0,1063.0,45711125.0,29957.0
2023,여주시,70대,남,52132,1457172126.0,349.0,16032475.0,27952.0
2023,여주시,70대,여,37624,1085957003.0,316.0,12266654.0,28863.0
2023,여주시,80대 이상,남,7836,208579731.0,46.0,1818220.0,26618.0
2023,여주시,80대 이상,여,5688,168146332.0,52.0,1880054.0,29562.0
2023,연천군,10대,남,3582,71690250.0,56.0,3769950.0,20014.0
2023,연천군,10대,여,4808,95269987.0,58.0,1795294.0,19815.0
2023,연천군,20대,남,78632,1785876325.0,1129.0,63194701.0,22712.0
2023,연천군,20대,여,46392,1042435031.0,688.0,28822241.0,22470.0
2023,연천군,30대,남,93640,2254946864.0,1022.0,50638648.0,24081.0
2023,연천군,30대,여,65267,1705131314.0,857.0,29567143.0,26125.0
2023,연천군,40대,남,100409,2897997210.0,870.0,50377921.0,28862.0
2023,연천군,40대,여,116568,3336603223.0,1203.0,51028555.0,28624.0
2023,연천군,50대,남,101673,2647225134.0,937.0,53708455.0,26037.0
2023,연천군,50대,여,86186,2367322312.0,882.0,42128176.0,27468.0
2023,연천군,60대,남,66474,1836944233.0,557.0,32436395.0,27634.0
2023,연천군,60대,여,54575,1582191843.0,582.0,26577015.0,28991.0
2023,연천군,70대,남,16705,461885932.0,196.0,9733230.0,27650.0
2023,연천군,70대,여,15081,428866542.0,171.0,9696935.0,28438.0
2023,연천군,80대 이상,남,3755,120705794.0,62.0,3352855.0,32145.0
2023,연천군,80대 이상,여,4245,122874180.0,40.0,2168690.0,28946.0
2023,연천군,기타,-,156935,5026270653.0,1881.0,115294565.0,32028.0
2023,오산시,10대,남,23779,586157374.0,130.0,3812783.0,24650.0
2023,오산시,10대,여,23241,568792500.0,136.0,6253213.0,24474.0
2023,오산시,20대,남,153833,2672515646.0,974.0,23430328.0,17373.0
2023,오산시,20대,여,153733,3125447612.0,1248.0,35587049.0,20330.0
2023,오산시,30대,남,222796,5285402690.0,1583.0,52205195.0,23723.0
2023,오산시,30대,여,268852,7401479121.0,1973.0,81272852.0,27530.0
2023,오산시,40대,남,447879,14128239934.0,2914.0,129788459.0,31545.0
2023,오산시,40대,여,552971,16026493888.0,3543.0,158266661.0,28983.0
2023,오산시,50대,남,250573,5912385274.0,1268.0,44485910.0,23595.0
2023,오산시,50대,여,238683,5311002886.0,1420.0,52113480.0,22251.0
